,Tarih,USD,EUR,GBP
2641,17-02-2015,2.4525,2.7998,3.7691
2642,18-02-2015,2.4482,2.7895,3.7558
2643,19-02-2015,2.4612,2.8029,3.7849
2644,20-02-2015,2.4418,2.7841,3.7648
2645,23-02-2015,2.4531,2.7794,3.7667
2646,24-02-2015,2.4772,2.8039,3.7999
2647,25-02-2015,2.4766,2.8031,3.8187
2648,26-02-2015,2.4598,2.7939,3.8069
2649,27-02-2015,2.4786,2.8137,3.8402
2650,02-03-2015,2.5077,2.8148,3.8596
2651,03-03-2015,2.5119,2.8155,3.8622
2652,04-03-2015,2.5187,2.8144,3.8638
2653,05-03-2015,2.5409,2.8298,3.8927
2654,06-03-2015,2.5816,2.8528,3.9294
2655,09-03-2015,2.598,2.8522,3.9419
2656,10-03-2015,2.6047,2.8326,3.9265
2657,11-03-2015,2.627,2.8263,3.9498
2658,12-03-2015,2.6191,2.7804,3.9379
2659,13-03-2015,2.5889,2.7501,3.8736
2660,16-03-2015,2.613,2.7685,3.8703
2661,17-03-2015,2.6208,2.7611,3.8686
2662,18-03-2015,2.615,2.7741,3.8588
2663,19-03-2015,2.6178,2.7767,3.8388
2664,20-03-2015,2.5926,2.7697,3.8485
2665,23-03-2015,2.5938,2.7747,3.8219
2666,24-03-2015,2.5699,2.7865,3.8198
2667,25-03-2015,2.5505,2.7995,3.8021
2668,26-03-2015,2.5555,2.8036,3.7999
2669,27-03-2015,2.5962,2.8589,3.8705
2670,30-03-2015,2.6107,2.8292,3.874
2671,31-03-2015,2.6102,2.8309,3.8611
2672,01-04-2015,2.6134,2.8075,3.8551
2673,02-04-2015,2.6008,2.7956,3.8401
2674,03-04-2015,2.5938,2.8069,3.8379
2675,06-04-2015,2.5905,2.8198,3.835
2676,07-04-2015,2.5674,2.8197,3.8275
2677,08-04-2015,2.5789,2.8054,3.8313
2678,09-04-2015,2.5877,2.8105,3.8523
2679,10-04-2015,2.5941,2.7902,3.8375
2680,13-04-2015,2.6243,2.7838,3.8383
2681,14-04-2015,2.6464,2.7935,3.857
2682,15-04-2015,2.6725,2.8213,3.9073
2683,16-04-2015,2.6965,2.8583,3.9666
2684,17-04-2015,2.6969,2.8789,4.0013
2685,20-04-2015,2.6821,2.8975,4.0173
2686,21-04-2015,2.6907,2.8942,4.0124
2687,22-04-2015,2.6991,2.884,4.0092
2688,23-04-2015,,,
2689,24-04-2015,2.6879,2.8949,4.0269
2690,27-04-2015,2.722,2.9553,4.1103
2691,28-04-2015,2.7243,2.9538,4.1173
2692,29-04-2015,2.6773,2.9202,4.0765
2693,30-04-2015,2.6644,2.9302,4.0895
2694,01-05-2015,,,
2695,04-05-2015,2.6559,2.9709,4.0927
2696,05-05-2015,2.7109,3.0218,4.0933
2697,06-05-2015,2.7095,3.0091,4.0903
2698,07-05-2015,2.7072,3.0413,4.1087
2699,08-05-2015,2.7,3.0632,4.0999
2700,11-05-2015,2.686,3.0136,4.142
2701,12-05-2015,2.6949,3.0082,4.1563
2702,13-05-2015,2.689,3.0212,4.1971
2703,14-05-2015,2.6531,2.9814,4.1535
2704,15-05-2015,2.6153,2.9849,4.1199
2705,18-05-2015,2.5871,2.9408,4.0656
2706,19-05-2015,,,
2707,20-05-2015,2.5781,2.94,4.0366
2708,21-05-2015,2.6018,2.8888,4.0297
2709,22-05-2015,2.5669,2.8601,4.0066
2710,25-05-2015,2.5912,2.8945,4.0493
2711,26-05-2015,2.6063,2.8619,4.0307
2712,27-05-2015,2.6278,2.8659,4.0431
2713,28-05-2015,2.6423,2.8805,4.0616
2714,29-05-2015,2.6533,2.899,4.0595
2715,01-06-2015,2.6587,2.9146,4.0562
2716,02-06-2015,2.6762,2.9222,4.07
2717,03-06-2015,2.6782,2.9425,4.072
2718,04-06-2015,2.6813,2.9855,4.0969
2719,05-06-2015,2.6931,3.0472,4.1366
2720,08-06-2015,2.6636,2.9966,4.0735
2721,09-06-2015,2.7694,3.0848,4.2165
2722,10-06-2015,2.7477,3.0986,4.1974
2723,11-06-2015,2.7356,3.0948,4.2201
2724,12-06-2015,2.7388,3.0854,4.2268
2725,15-06-2015,2.7134,3.0382,4.1977
2726,16-06-2015,2.7324,3.0673,4.2327
2727,17-06-2015,2.7408,3.0877,4.2656
2728,18-06-2015,2.7344,3.0798,4.2869
2729,19-06-2015,2.7121,3.0887,4.3022
2730,22-06-2015,2.7144,3.0712,4.2951
2731,23-06-2015,2.6786,3.0401,4.2393
2732,24-06-2015,2.671,3.0017,4.2096
2733,25-06-2015,2.677,3.0003,4.2162
2734,26-06-2015,2.6638,2.9813,4.1759
2735,29-06-2015,2.6587,2.9777,4.178
2736,30-06-2015,2.6863,2.9822,4.2104
2737,01-07-2015,2.685,2.9982,4.2114
2738,02-07-2015,2.6753,2.9749,4.1865
2739,03-07-2015,2.6992,2.9888,4.203
2740,06-07-2015,2.6876,2.9845,4.1919
2741,07-07-2015,2.6899,2.9723,4.1786
2742,08-07-2015,2.6792,2.944,4.1468
2743,09-07-2015,2.6894,2.9666,4.135
2744,10-07-2015,2.6751,2.9561,4.1096
2745,13-07-2015,2.6607,2.9654,4.1103
2746,14-07-2015,2.6556,2.9457,4.1203
2747,15-07-2015,2.6363,2.9043,4.0856
2748,16-07-2015,2.6376,2.905,4.1178
2749,17-07-2015,,,
2750,20-07-2015,2.6376,2.905,4.1178
2751,21-07-2015,2.6757,2.9022,4.1609
2752,22-07-2015,2.6869,2.9156,4.1746
2753,23-07-2015,2.704,2.9572,4.2156
2754,24-07-2015,2.7194,2.9869,4.2392
2755,27-07-2015,2.7371,2.9966,4.2322
2756,28-07-2015,2.7567,3.0518,4.2709
2757,29-07-2015,2.7551,3.0443,4.2842
2758,30-07-2015,2.7634,3.0539,4.3103
2759,31-07-2015,2.7745,3.0423,4.3252
2760,03-08-2015,2.7839,3.0506,4.3277
2761,04-08-2015,2.7736,3.0421,4.3226
2762,05-08-2015,2.7688,3.0382,4.3126
2763,06-08-2015,2.7847,3.0259,4.3332
2764,07-08-2015,2.783,3.0331,4.3293
2765,10-08-2015,2.779,3.0366,4.3035
2766,11-08-2015,2.7859,3.0518,4.3048
2767,12-08-2015,2.7674,3.0505,4.3062
2768,13-08-2015,2.7775,3.0897,4.3201
2769,14-08-2015,2.783,3.094,4.3403
2770,17-08-2015,2.8316,3.1584,4.4143
2771,18-08-2015,2.8484,3.16,4.4483
2772,19-08-2015,2.873,3.1808,4.4893
2773,20-08-2015,2.9009,3.2053,4.5389
2774,21-08-2015,2.9677,3.3097,4.6361
2775,24-08-2015,2.9156,3.286,4.5686
2776,25-08-2015,2.9477,3.3849,4.6196
2777,26-08-2015,2.9258,3.3734,4.6111
2778,27-08-2015,2.9347,3.364,4.5863
2779,28-08-2015,2.9099,3.289,4.4953
2780,31-08-2015,2.9146,3.2876,4.4802
2781,01-09-2015,2.9179,3.2716,4.4905
2782,02-09-2015,2.9147,3.2865,4.4685
2783,03-09-2015,2.94,3.3132,4.4859
2784,04-09-2015,2.9561,3.3198,4.5064
2785,07-09-2015,2.9774,3.3168,4.5274
2786,08-09-2015,3.0285,3.3777,4.607
2787,09-09-2015,3.0145,3.3682,4.6262
2788,10-09-2015,3.0039,3.3541,4.6082
2789,11-09-2015,3.0402,3.4035,4.6693
2790,14-09-2015,3.0341,3.4219,4.6736
2791,15-09-2015,3.0599,3.4684,4.7171
2792,16-09-2015,3.0435,3.4407,4.6866
2793,17-09-2015,3.0119,3.3872,4.6284
2794,18-09-2015,3.0143,3.4116,4.6684
2795,21-09-2015,2.9961,3.4248,4.6701
2796,22-09-2015,2.9978,3.3847,4.6493
2797,23-09-2015,3.0069,3.3602,4.642
2798,24-09-2015,,,
2799,25-09-2015,,,
2800,28-09-2015,3.0069,3.3602,4.642
2801,29-09-2015,3.0464,3.4057,4.6239
2802,30-09-2015,3.0433,3.4212,4.6109
2803,01-10-2015,3.0251,3.3941,4.5812
2804,02-10-2015,3.0174,3.3639,4.5585
2805,05-10-2015,3.0236,3.3756,4.5734
2806,06-10-2015,2.9924,3.3661,4.5415
2807,07-10-2015,2.9879,3.3498,4.5226
2808,08-10-2015,2.938,3.3049,4.4838
2809,09-10-2015,2.9357,3.3133,4.4906
2810,12-10-2015,2.896,3.2834,4.4397
2811,13-10-2015,2.9233,3.3254,4.4807
2812,14-10-2015,2.9421,3.3485,4.4885
2813,15-10-2015,2.9416,3.3554,4.5054
2814,16-10-2015,2.884,3.3011,4.4569
2815,19-10-2015,2.8926,3.2862,4.4629
2816,20-10-2015,2.8881,3.2753,4.4605
2817,21-10-2015,2.8954,3.2891,4.4746
2818,22-10-2015,2.9027,3.2973,4.4754
2819,23-10-2015,2.889,3.2702,4.4591
2820,26-10-2015,2.8667,3.1837,4.4068
2821,27-10-2015,2.8909,3.1894,4.4262
2822,28-10-2015,2.8943,3.199,4.4328
2823,29-10-2015,,,
2824,30-10-2015,2.8943,3.199,4.4328
2825,02-11-2015,2.9149,3.2068,4.4639
2826,03-11-2015,2.8035,3.0898,4.3249
2827,04-11-2015,2.8285,3.1101,4.3535
2828,05-11-2015,2.8362,3.1,4.3663
2829,06-11-2015,2.8679,3.1159,4.402
2830,09-11-2015,2.8724,3.1227,4.3488
2831,10-11-2015,2.9192,3.1445,4.3952
2832,11-11-2015,2.9104,3.1244,4.3898
2833,12-11-2015,2.8911,3.1035,4.3753
2834,13-11-2015,2.8768,3.0842,4.3622
2835,16-11-2015,2.8686,3.0895,4.3582
2836,17-11-2015,2.8775,3.0888,4.3655
2837,18-11-2015,2.8719,3.0613,4.3568
2838,19-11-2015,2.8648,3.056,4.3515
2839,20-11-2015,2.8491,3.0465,4.3418
2840,23-11-2015,2.8303,3.025,4.3162
2841,24-11-2015,2.8433,3.0217,4.2993
2842,25-11-2015,2.8689,3.0553,4.33
2843,26-11-2015,2.8813,3.0602,4.3371
2844,27-11-2015,2.9009,3.0781,4.3685
2845,30-11-2015,2.9195,3.0938,4.3898
2846,01-12-2015,2.9109,3.0795,4.3642
2847,02-12-2015,2.8923,3.065,4.3571
2848,03-12-2015,2.8771,3.0517,4.322
2849,04-12-2015,2.8814,3.0498,4.2979
2850,07-12-2015,2.8921,3.1464,4.3632
2851,08-12-2015,2.8897,3.1267,4.3489
2852,09-12-2015,2.9123,3.1628,4.3645
2853,10-12-2015,2.9107,3.1806,4.3755
2854,11-12-2015,2.9099,3.1904,4.4046
2855,14-12-2015,2.9456,3.2286,4.456
2856,15-12-2015,2.9667,3.2521,4.4858
2857,16-12-2015,2.9701,3.2729,4.492
2858,17-12-2015,2.9631,3.2384,4.4438
2859,18-12-2015,2.9311,3.1819,4.3703
2860,21-12-2015,2.9229,3.167,4.3554
2861,22-12-2015,2.9068,3.1575,4.3239
2862,23-12-2015,2.9248,3.1972,4.346
2863,24-12-2015,2.9262,3.1969,4.3425
2864,25-12-2015,2.9187,3.1968,4.3414
2865,28-12-2015,2.9123,3.1904,4.3439
2866,29-12-2015,2.9157,3.2006,4.3417
2867,30-12-2015,2.9084,3.1921,4.3141
2868,31-12-2015,2.9076,3.1776,4.3007
2869,01-01-2016,,,
2870,04-01-2016,2.9181,3.1838,4.3181
2871,05-01-2016,2.9422,3.2116,4.3384
2872,06-01-2016,2.975,3.2061,4.36
2873,07-01-2016,3.004,3.2255,4.3927
2874,08-01-2016,3.0167,3.2688,4.3896
2875,11-01-2016,2.9876,3.2486,4.3569
2876,12-01-2016,3.0188,3.2893,4.3888
2877,13-01-2016,3.0322,3.2938,4.3814
2878,14-01-2016,3.0138,3.2604,4.3419
2879,15-01-2016,3.0273,3.3009,4.3491
2880,18-01-2016,3.0362,3.3098,4.3516
2881,19-01-2016,3.0367,3.3079,4.3327
2882,20-01-2016,3.0243,3.2879,4.3135
2883,21-01-2016,3.0496,3.3329,4.3115
2884,22-01-2016,3.0387,3.3119,4.2923
2885,25-01-2016,3.0107,3.2617,4.2905
2886,26-01-2016,3.0097,3.2558,4.2838
2887,27-01-2016,3.0208,3.2738,4.2875
2888,28-01-2016,2.9978,3.26,4.2851
2889,29-01-2016,2.9788,3.2479,4.2507
2890,01-02-2016,2.9609,3.2292,4.2348
2891,02-02-2016,2.9671,3.2224,4.2297
2892,03-02-2016,2.9524,3.2222,4.2412
2893,04-02-2016,2.9478,3.2189,4.2544
2894,05-02-2016,2.9044,3.2406,4.2368
2895,08-02-2016,2.9051,3.2525,4.2151
2896,09-02-2016,2.9295,3.2655,4.2306
2897,10-02-2016,2.9471,3.3007,4.2472
2898,11-02-2016,2.9239,3.2939,4.2359
2899,12-02-2016,2.9287,3.3154,4.2242
2900,15-02-2016,2.9228,3.2981,4.2386
2901,16-02-2016,2.9441,3.2962,4.2556
2902,17-02-2016,2.9517,3.296,4.2578
2903,18-02-2016,2.9639,3.3039,4.2308
2904,19-02-2016,2.9606,3.2918,4.2335
2905,22-02-2016,2.9658,3.293,4.234
2906,23-02-2016,2.9449,3.2581,4.1602
2907,24-02-2016,2.9358,3.2337,4.1358
2908,25-02-2016,2.9386,3.2276,4.0867
2909,26-02-2016,2.9295,3.2295,4.077
2910,29-02-2016,2.9293,3.2296,4.0912
2911,01-03-2016,2.9612,3.2305,4.0991
2912,02-03-2016,2.9451,3.2022,4.1075
2913,03-03-2016,2.9372,3.1898,4.0973
2914,04-03-2016,2.9215,3.1783,4.105
2915,07-03-2016,2.9147,3.1961,4.116
2916,08-03-2016,2.9201,3.1988,4.1262
2917,09-03-2016,2.9201,3.2183,4.1473
2918,10-03-2016,2.9081,3.1909,4.1274
2919,11-03-2016,2.8875,3.1613,4.0934
2920,14-03-2016,2.8734,3.1926,4.097
2921,15-03-2016,2.8796,3.2021,4.1278
2922,16-03-2016,2.8852,3.2025,4.0875
2923,17-03-2016,2.9084,3.2253,4.0949
2924,18-03-2016,2.8558,3.2274,4.0849
2925,21-03-2016,2.8554,3.2195,4.1199
2926,22-03-2016,2.8695,3.2319,4.1246
2927,23-03-2016,2.8723,3.2222,4.096
2928,24-03-2016,2.8693,3.2096,4.0586
2929,25-03-2016,2.8789,3.2141,4.0535
2930,28-03-2016,2.8705,3.2049,4.052
2931,29-03-2016,2.8733,3.2082,4.0631
2932,30-03-2016,2.8695,3.2114,4.0834
2933,31-03-2016,2.8334,3.2081,4.0766
2934,01-04-2016,2.8249,3.209,4.0534
2935,04-04-2016,2.8197,3.2146,4.0314
2936,05-04-2016,2.8189,3.2052,4.0033
2937,06-04-2016,2.8277,3.2134,4.012
2938,07-04-2016,2.8412,3.2252,3.9982
2939,08-04-2016,2.8428,3.2393,3.9974
2940,11-04-2016,2.8569,3.2487,4.0174
2941,12-04-2016,2.8338,3.2278,4.0142
2942,13-04-2016,2.827,3.2291,4.0326
2943,14-04-2016,2.8482,3.226,4.046
2944,15-04-2016,2.8591,3.2193,4.0358
2945,18-04-2016,2.8545,3.2161,4.0385
2946,19-04-2016,2.8519,3.2234,4.0368
2947,20-04-2016,2.8329,3.2102,4.0559
2948,21-04-2016,2.8276,3.2144,4.0591
2949,22-04-2016,2.821,3.1888,4.0422
2950,25-04-2016,2.8287,3.189,4.0559
2951,26-04-2016,2.8457,3.2019,4.1031
2952,27-04-2016,2.8345,3.1975,4.1157
2953,28-04-2016,2.8175,3.1882,4.1052
2954,29-04-2016,2.815,3.1944,4.0958
2955,02-05-2016,2.8014,3.1908,4.0845
2956,03-05-2016,2.7928,3.2045,4.0779
2957,04-05-2016,2.8065,3.2501,4.1178
2958,05-05-2016,2.859,3.2855,4.1394
2959,06-05-2016,2.9201,3.3423,4.2236
2960,09-05-2016,2.9197,3.3348,4.2234
2961,10-05-2016,2.9229,3.3307,4.21
2962,11-05-2016,2.938,3.3436,4.2323
2963,12-05-2016,2.9623,3.375,4.2676
2964,13-05-2016,2.9489,3.3622,4.2513
2965,16-05-2016,2.9587,3.3569,4.2556
2966,17-05-2016,2.9711,3.3627,4.2582
2967,18-05-2016,2.9645,3.3579,4.2878
2968,19-05-2016,,,
2969,20-05-2016,2.9777,3.356,4.2972
2970,23-05-2016,2.9768,3.3397,4.3302
2971,24-05-2016,2.9826,3.3453,4.3179
2972,25-05-2016,2.9821,3.3349,4.3338
2973,26-05-2016,2.9426,3.2802,4.3029
2974,27-05-2016,2.9349,3.2799,4.3078
2975,30-05-2016,2.9399,3.2858,4.3011
2976,31-05-2016,2.956,3.2906,4.3098
2977,01-06-2016,2.9515,3.2881,4.3069
2978,02-06-2016,2.9489,3.2894,4.2572
2979,03-06-2016,2.9393,3.2924,4.2373
2980,06-06-2016,2.9462,3.2841,4.2411
2981,07-06-2016,2.908,3.2992,4.1812
2982,08-06-2016,2.8978,3.2919,4.212
2983,09-06-2016,2.8894,3.286,4.1965
2984,10-06-2016,2.8941,3.2893,4.1807
2985,13-06-2016,2.91,3.2883,4.1914
2986,14-06-2016,2.9219,3.2923,4.1331
2987,15-06-2016,2.9304,3.2923,4.1383
2988,16-06-2016,2.9269,3.2852,4.1449
2989,17-06-2016,2.9296,3.2932,4.1372
2990,20-06-2016,2.93,3.2966,4.1724
2991,21-06-2016,2.8984,3.2858,4.2294
2992,22-06-2016,2.8962,3.2823,4.2616
2993,23-06-2016,2.9055,3.2776,4.2564
2994,24-06-2016,2.8799,3.2728,4.2586
2995,27-06-2016,2.9266,3.2444,4.0186
2996,28-06-2016,2.9365,3.2402,3.9007
2997,29-06-2016,2.913,3.2262,3.8766
2998,30-06-2016,2.8936,3.2044,3.869
2999,01-07-2016,2.8848,3.2078,3.8759
3000,04-07-2016,2.8846,3.2044,3.8289
3001,05-07-2016,,,
3002,06-07-2016,,,
3003,07-07-2016,,,
3004,08-07-2016,2.8846,3.2044,3.8289
3005,11-07-2016,2.9214,3.2342,3.7776
3006,12-07-2016,2.8981,3.1984,3.7396
3007,13-07-2016,2.8885,3.2065,3.7899
3008,14-07-2016,2.8947,3.2035,3.8366
3009,15-07-2016,2.8913,3.2132,3.8234
3010,18-07-2016,2.8834,3.2102,3.8515
3011,19-07-2016,2.9485,3.2591,3.8999
3012,20-07-2016,2.9766,3.291,3.9159
3013,21-07-2016,3.0281,3.3318,3.9741
3014,22-07-2016,3.0727,3.3867,4.0521
3015,25-07-2016,3.0573,3.3704,4.0191
3016,26-07-2016,3.0317,3.3288,3.9762
3017,27-07-2016,3.0353,3.3405,3.9713
3018,28-07-2016,3.0377,3.3398,3.9725
3019,29-07-2016,3.0167,3.3467,3.9693
3020,01-08-2016,3.0125,3.3446,3.9624
3021,02-08-2016,2.9797,3.3266,3.9255
3022,03-08-2016,2.9926,3.3501,3.9517
3023,04-08-2016,3.0075,3.3686,4.0038
3024,05-08-2016,3.0213,3.3626,4.0026
3025,08-08-2016,2.9996,3.3432,3.9376
3026,09-08-2016,2.9846,3.3087,3.8895
3027,10-08-2016,2.9781,3.3006,3.8609
3028,11-08-2016,2.9553,3.298,3.8505
3029,12-08-2016,2.9621,3.3027,3.8367
3030,15-08-2016,2.9558,3.2954,3.8237
3031,16-08-2016,2.951,3.2967,3.8053
3032,17-08-2016,2.9297,3.3014,3.7884
3033,18-08-2016,2.9339,3.3054,3.8124
3034,19-08-2016,2.923,3.3086,3.83
3035,22-08-2016,2.9355,3.3242,3.8475
3036,23-08-2016,2.9444,3.3252,3.8474
3037,24-08-2016,2.9359,3.3282,3.8631
3038,25-08-2016,2.9533,3.3331,3.8948
3039,26-08-2016,2.939,3.3161,3.875
3040,29-08-2016,2.9337,3.3124,3.8681
3041,30-08-2016,,,
3042,31-08-2016,2.9545,3.304,3.8619
3043,01-09-2016,2.9544,3.291,3.8702
3044,02-09-2016,2.9558,3.2945,3.8983
3045,05-09-2016,2.9586,3.3096,3.9187
3046,06-09-2016,2.9441,3.2882,3.9165
3047,07-09-2016,2.9389,3.2803,3.9142
3048,08-09-2016,2.9286,3.2924,3.9136
3049,09-09-2016,2.9344,3.3091,3.9118
3050,12-09-2016,,,
3051,13-09-2016,,,
3052,14-09-2016,,,
3053,15-09-2016,,,
3054,16-09-2016,2.9552,3.33,3.9259
3055,19-09-2016,2.9678,3.3327,3.9091
3056,20-09-2016,2.974,3.3199,3.8748
3057,21-09-2016,2.9741,3.3282,3.8623
3058,22-09-2016,2.9739,3.3152,3.8557
3059,23-09-2016,2.9468,3.31,3.8437
3060,26-09-2016,2.9474,3.3044,3.8258
3061,27-09-2016,2.9846,3.3546,3.8536
3062,28-09-2016,2.9709,3.3401,3.8462
3063,29-09-2016,2.9764,3.3362,3.8654
3064,30-09-2016,2.9959,3.3608,3.8909
3065,03-10-2016,3.0004,3.3548,3.8817
3066,04-10-2016,3.0036,3.3743,3.8615
3067,05-10-2016,3.0293,3.3834,3.8599
3068,06-10-2016,3.0537,3.4264,3.8771
3069,07-10-2016,3.0506,3.4134,3.8694
3070,10-10-2016,3.0505,3.3944,3.7761
3071,11-10-2016,3.0585,3.4173,3.7875
3072,12-10-2016,3.0808,3.42,3.7782
3073,13-10-2016,3.0805,3.3983,3.771
3074,14-10-2016,3.0967,3.4121,3.7668
3075,17-10-2016,3.0866,3.3999,3.7646
3076,18-10-2016,3.0957,3.4015,3.7602
3077,19-10-2016,3.0928,3.406,3.7853
3078,20-10-2016,3.0785,3.3827,3.7778
3079,21-10-2016,3.0675,3.3657,3.7581
3080,24-10-2016,3.0736,3.3478,3.7515
3081,25-10-2016,3.0724,3.3454,3.7533
3082,26-10-2016,3.0779,3.3488,3.7578
3083,27-10-2016,3.0776,3.3605,3.7485
3084,28-10-2016,3.0998,3.3834,3.7844
3085,31-10-2016,3.0998,3.3834,3.7844
3086,01-11-2016,3.1024,3.3993,3.7712
3087,02-11-2016,3.0981,3.4059,3.7857
3088,03-11-2016,3.1117,3.448,3.8122
3089,04-11-2016,3.1125,3.4543,3.8451
3090,07-11-2016,3.1348,3.4794,3.9042
3091,08-11-2016,3.1532,3.4878,3.9062
3092,09-11-2016,3.1736,3.5067,3.9342
3093,10-11-2016,3.1865,3.5412,3.9532
3094,11-11-2016,3.2048,3.4983,3.9719
3095,14-11-2016,3.2588,3.548,4.103
3096,15-11-2016,3.2787,3.5307,4.0939
3097,16-11-2016,3.2713,3.5262,4.0632
3098,17-11-2016,3.3055,3.5421,4.1118
3099,18-11-2016,3.3105,3.5496,4.1192
3100,21-11-2016,3.3835,3.5899,4.1911
3101,22-11-2016,3.3743,3.5867,4.1586
3102,23-11-2016,3.3584,3.57,4.1805
3103,24-11-2016,3.3824,3.5929,4.185
3104,25-11-2016,3.4047,3.5938,4.2289
3105,28-11-2016,3.4403,3.6434,4.2759
3106,29-11-2016,3.418,3.637,4.2523
3107,30-11-2016,3.4199,3.6253,4.2473
3108,01-12-2016,3.4174,3.6364,4.2546
3109,02-12-2016,3.4483,3.662,4.3235
3110,05-12-2016,3.5067,3.7376,4.4162
3111,06-12-2016,3.5344,3.7579,4.4839
3112,07-12-2016,3.5102,3.7764,4.4696
3113,08-12-2016,3.4307,3.6775,4.3212
3114,09-12-2016,3.3669,3.6304,4.2584
3115,12-12-2016,3.4524,3.6633,4.3412
3116,13-12-2016,3.5172,3.722,4.4225
3117,14-12-2016,3.4721,3.6894,4.3997
3118,15-12-2016,3.4786,3.701,4.3966
3119,16-12-2016,3.5157,3.6845,4.3977
3120,19-12-2016,3.494,3.651,4.3371
3121,20-12-2016,3.4947,3.6535,4.3486
3122,21-12-2016,3.5116,3.647,4.336
3123,22-12-2016,3.51,3.6524,4.3282
3124,23-12-2016,3.5055,3.6622,4.3203
3125,26-12-2016,3.5077,3.6647,4.2962
3126,27-12-2016,3.5041,3.6639,4.2963
3127,28-12-2016,3.5135,3.6711,4.304
3128,29-12-2016,3.5329,3.6901,4.3231
3129,30-12-2016,3.5318,3.6939,4.3222
3130,02-01-2017,3.5192,3.7099,4.3189
3131,03-01-2017,3.5338,3.7086,4.3488
3132,04-01-2017,3.5737,3.7278,4.384
3133,05-01-2017,3.5764,3.7291,4.3794
3134,06-01-2017,3.5934,3.7808,4.4154
3135,09-01-2017,3.6134,3.827,4.4651
3136,10-01-2017,3.702,3.8986,4.4977
3137,11-01-2017,3.762,3.9852,4.5601
3138,12-01-2017,3.8501,4.0591,4.6676
3139,13-01-2017,3.843,4.089,4.707
3140,16-01-2017,3.7994,4.0419,4.6231
3141,17-01-2017,3.7616,3.9863,4.5246
3142,18-01-2017,3.7826,4.0374,4.5881
3143,19-01-2017,3.7772,4.0364,4.6443
3144,20-01-2017,3.7941,4.042,4.6617
3145,23-01-2017,3.8176,4.0684,4.6942
3146,24-01-2017,3.7678,4.0447,4.6809
3147,25-01-2017,3.7523,4.03,4.6722
3148,26-01-2017,3.8034,4.0836,4.7634
3149,27-01-2017,3.8342,4.1145,4.8341
3150,30-01-2017,3.8779,4.1421,4.8548
3151,31-01-2017,3.8324,4.0983,4.7957
3152,01-02-2017,3.7874,4.0558,4.7122
3153,02-02-2017,3.7746,4.0733,4.7475
3154,03-02-2017,3.7336,4.0338,4.7243
3155,06-02-2017,3.7421,4.0212,4.6699
3156,07-02-2017,3.6784,3.954,4.5819
3157,08-02-2017,3.7095,3.9599,4.59
3158,09-02-2017,3.741,3.9858,4.6668
3159,10-02-2017,3.7047,3.9594,4.6392
3160,13-02-2017,3.6749,3.9116,4.5803
3161,14-02-2017,3.6869,3.9228,4.6063
3162,15-02-2017,3.6494,3.8759,4.5543
3163,16-02-2017,3.6462,3.8518,4.5299
3164,17-02-2017,3.6704,3.9003,4.5779
3165,20-02-2017,3.6662,3.9049,4.5568
3166,21-02-2017,3.6211,3.8457,4.5018
3167,22-02-2017,3.6186,3.8208,4.4902
3168,23-02-2017,3.6104,3.7942,4.492
3169,24-02-2017,3.5747,3.7719,4.4462
3170,27-02-2017,3.5689,3.7804,4.4699
3171,28-02-2017,3.5882,3.7963,4.4479
3172,01-03-2017,3.6078,3.8222,4.4777
3173,02-03-2017,3.6313,3.8289,4.4819
3174,03-03-2017,3.6816,3.8769,4.5127
3175,06-03-2017,3.7215,3.9177,4.5492
3176,07-03-2017,3.7114,3.9339,4.5452
3177,08-03-2017,3.6842,3.8979,4.4902
3178,09-03-2017,3.703,3.91,4.4988
3179,10-03-2017,3.7522,3.959,4.5531
3180,13-03-2017,3.7464,3.9728,4.5479
3181,14-03-2017,3.7394,3.9943,4.5601
3182,15-03-2017,3.7458,3.9856,4.5387
3183,16-03-2017,3.7289,3.9634,4.546
3184,17-03-2017,3.6714,3.936,4.4945
3185,20-03-2017,3.6058,3.8812,4.4532
3186,21-03-2017,3.6261,3.9023,4.4912
3187,22-03-2017,3.6105,3.8964,4.4761
3188,23-03-2017,3.6256,3.914,4.5123
3189,24-03-2017,3.6134,3.8973,4.5066
3190,27-03-2017,3.6185,3.9051,4.5109
3191,28-03-2017,3.5931,3.9045,4.5102
3192,29-03-2017,3.6186,3.9283,4.5401
3193,30-03-2017,3.6416,3.9268,4.5184
3194,31-03-2017,3.6386,3.9083,4.5169
3195,03-04-2017,3.6362,3.8851,4.5225
3196,04-04-2017,3.6375,3.8789,4.5447
3197,05-04-2017,3.643,3.8807,4.5244
3198,06-04-2017,3.6768,3.9248,4.5762
3199,07-04-2017,3.7081,3.9536,4.6167
3200,10-04-2017,3.7208,3.9568,4.6207
3201,11-04-2017,3.7263,3.9431,4.6124
3202,12-04-2017,3.7153,3.9393,4.6068
3203,13-04-2017,3.6759,3.9002,4.5857
3204,14-04-2017,3.6565,3.8908,4.5788
3205,17-04-2017,3.6801,3.9083,4.5968
3206,18-04-2017,3.6581,3.8889,4.5802
3207,19-04-2017,3.6838,3.9264,4.6365
3208,20-04-2017,3.6623,3.9271,4.6914
3209,21-04-2017,3.638,3.9123,4.6556
3210,24-04-2017,3.6392,3.8979,4.6509
3211,25-04-2017,3.5926,3.8997,4.5952
3212,26-04-2017,3.5829,3.9001,4.5827
3213,27-04-2017,3.585,3.9093,4.5888
