,Tarih,USD,EUR,GBP
1308,07-01-2010,1.4694,2.1087,2.3522
1309,08-01-2010,1.4698,2.1093,2.3408
1310,11-01-2010,1.4639,2.0961,2.3432
1311,12-01-2010,1.4492,2.1046,2.3403
1312,13-01-2010,1.4489,2.0991,2.3356
1313,14-01-2010,1.4434,2.0963,2.3449
1314,15-01-2010,1.4494,2.103,2.3587
1315,18-01-2010,1.4523,2.0904,2.3668
1316,19-01-2010,1.4473,2.081,2.3636
1317,20-01-2010,1.4521,2.0831,2.3795
1318,21-01-2010,1.4569,2.0652,2.3705
1319,22-01-2010,1.4715,2.0699,2.3795
1320,25-01-2010,1.4768,2.0883,2.3933
1321,26-01-2010,1.4787,2.0928,2.3868
1322,27-01-2010,1.4923,2.1025,2.4104
1323,28-01-2010,1.4851,2.0879,2.403
1324,29-01-2010,1.485,2.0818,2.4128
1325,01-02-2010,1.4831,2.0717,2.3933
1326,02-02-2010,1.4832,2.0625,2.358
1327,03-02-2010,1.4778,2.0596,2.3531
1328,04-02-2010,1.4747,2.0638,2.3595
1329,05-02-2010,1.4903,2.0637,2.3627
1330,08-02-2010,1.5137,2.0706,2.3736
1331,09-02-2010,1.5152,2.0737,2.3617
1332,10-02-2010,1.5055,2.0671,2.348
1333,11-02-2010,1.502,2.0691,2.354
1334,12-02-2010,1.5053,2.0688,2.3471
1335,15-02-2010,1.5099,2.0511,2.3617
1336,16-02-2010,1.5085,2.0534,2.3644
1337,17-02-2010,1.5038,2.0546,2.3594
1338,18-02-2010,1.4985,2.0597,2.3626
1339,19-02-2010,1.512,2.0513,2.3581
1340,22-02-2010,1.5174,2.0483,2.3337
1341,23-02-2010,1.5085,2.0536,2.3335
1342,24-02-2010,1.5242,2.076,2.3554
1343,25-02-2010,1.5376,2.0827,2.3732
1344,26-02-2010,1.54,2.0774,2.3558
1345,01-03-2010,1.5361,2.0861,2.3412
1346,02-03-2010,1.5353,2.0875,2.3094
1347,03-03-2010,1.5315,2.0707,2.2871
1348,04-03-2010,1.5323,2.0894,2.3028
1349,05-03-2010,1.538,2.102,2.3174
1350,08-03-2010,1.5383,2.0896,2.3125
1351,09-03-2010,1.5234,2.0803,2.3069
1352,10-03-2010,1.5325,2.0806,2.2922
1353,11-03-2010,1.531,2.0811,2.2835
1354,12-03-2010,1.5286,2.0873,2.294
1355,15-03-2010,1.519,2.0896,2.2999
1356,16-03-2010,1.521,2.0869,2.2908
1357,17-03-2010,1.5198,2.0823,2.2939
1358,18-03-2010,1.509,2.0786,2.3106
1359,19-03-2010,1.5154,2.0723,2.3157
1360,22-03-2010,1.5244,2.0691,2.309
1361,23-03-2010,1.5379,2.0786,2.3046
1362,24-03-2010,1.5368,2.0762,2.3054
1363,25-03-2010,1.5348,2.0525,2.2947
1364,26-03-2010,1.5344,2.0478,2.2924
1365,29-03-2010,1.5266,2.0423,2.2663
1366,30-03-2010,1.5236,2.0536,2.2812
1367,31-03-2010,1.5215,2.0523,2.2924
1368,01-04-2010,1.5157,2.0405,2.2928
1369,02-04-2010,1.5115,2.0395,2.3004
1370,05-04-2010,1.5106,2.0475,2.3034
1371,06-04-2010,1.5083,2.0331,2.299
1372,07-04-2010,1.5042,2.0174,2.2813
1373,08-04-2010,1.4933,1.9964,2.2701
1374,09-04-2010,1.4975,1.9921,2.2751
1375,12-04-2010,1.4827,1.9863,2.2761
1376,13-04-2010,1.4789,2.012,2.2804
1377,14-04-2010,1.484,2.0168,2.2837
1378,15-04-2010,1.474,2.0086,2.2725
1379,16-04-2010,1.472,1.9958,2.2718
1380,19-04-2010,1.4685,1.9882,2.2667
1381,20-04-2010,1.4877,1.9992,2.2646
1382,21-04-2010,1.4815,1.9985,2.2791
1383,22-04-2010,1.4761,1.98,2.2725
1384,23-04-2010,,,
1385,26-04-2010,1.475,1.9716,2.2728
1386,27-04-2010,1.4699,1.9599,2.2712
1387,28-04-2010,1.4751,1.966,2.2641
1388,29-04-2010,1.4984,1.9773,2.2753
1389,30-04-2010,1.4804,1.9601,2.2546
1390,03-05-2010,1.4739,1.9616,2.2612
1391,04-05-2010,1.4862,1.9669,2.2649
1392,05-05-2010,1.4911,1.9577,2.2632
1393,06-05-2010,1.5096,1.9548,2.2845
1394,07-05-2010,1.5291,1.9536,2.302
1395,10-05-2010,1.5603,1.9882,2.2873
1396,11-05-2010,1.5117,1.9663,2.2611
1397,12-05-2010,1.5282,1.9411,2.2612
1398,13-05-2010,1.5213,1.9294,2.2753
1399,14-05-2010,1.5107,1.905,2.2346
1400,17-05-2010,1.5229,1.9023,2.2156
1401,18-05-2010,1.537,1.8939,2.2165
1402,19-05-2010,,,
1403,20-05-2010,1.5291,1.8978,2.2103
1404,21-05-2010,1.5727,1.9439,2.2521
1405,24-05-2010,1.5756,1.9717,2.2639
1406,25-05-2010,1.5647,1.9426,2.2559
1407,26-05-2010,1.5871,1.9404,2.2699
1408,27-05-2010,1.5728,1.9359,2.2632
1409,28-05-2010,1.5607,1.9155,2.2632
1410,31-05-2010,1.5514,1.9216,2.2584
1411,01-06-2010,1.5665,1.9273,2.2701
1412,02-06-2010,1.5799,1.9208,2.2908
1413,03-06-2010,1.5732,1.9235,2.3088
1414,04-06-2010,1.5659,1.9214,2.299
1415,07-06-2010,1.5772,1.917,2.3057
1416,08-06-2010,1.5936,1.9056,2.3028
1417,09-06-2010,1.5978,1.9071,2.3064
1418,10-06-2010,1.5928,1.9068,2.3067
1419,11-06-2010,1.5889,1.9142,2.3181
1420,14-06-2010,1.5727,1.9064,2.3052
1421,15-06-2010,1.5611,1.9084,2.2967
1422,16-06-2010,1.5697,1.9193,2.3113
1423,17-06-2010,1.56,1.9177,2.3058
1424,18-06-2010,1.5566,1.9216,2.2976
1425,21-06-2010,1.5499,1.9189,2.2981
1426,22-06-2010,1.5438,1.9155,2.2935
1427,23-06-2010,1.5539,1.9099,2.2875
1428,24-06-2010,1.558,1.9134,2.3208
1429,25-06-2010,1.5708,1.9307,2.3514
1430,28-06-2010,1.575,1.9373,2.3472
1431,29-06-2010,1.5643,1.9327,2.3537
1432,30-06-2010,1.5747,1.9217,2.3696
1433,01-07-2010,1.5737,1.9292,2.3645
1434,02-07-2010,1.577,1.94,2.3546
1435,05-07-2010,1.5675,1.9621,2.3806
1436,06-07-2010,1.5582,1.953,2.3597
1437,07-07-2010,1.5522,1.9533,2.3563
1438,08-07-2010,1.5536,1.954,2.3471
1439,09-07-2010,1.5447,1.9543,2.3406
1440,12-07-2010,1.5431,1.9554,2.3393
1441,13-07-2010,1.5506,1.949,2.3241
1442,14-07-2010,1.5501,1.9474,2.3346
1443,15-07-2010,1.5358,1.9523,2.3403
1444,16-07-2010,1.5316,1.9601,2.3467
1445,19-07-2010,1.5254,1.9779,2.3487
1446,20-07-2010,1.5331,1.9857,2.3434
1447,21-07-2010,1.5286,1.977,2.3251
1448,22-07-2010,1.5202,1.9524,2.3215
1449,23-07-2010,1.5177,1.9478,2.3138
1450,26-07-2010,1.5118,1.9528,2.3258
1451,27-07-2010,1.5126,1.9536,2.3414
1452,28-07-2010,1.5051,1.9576,2.3331
1453,29-07-2010,1.5031,1.955,2.3431
1454,30-07-2010,1.5032,1.9644,2.3491
1455,02-08-2010,1.5045,1.9596,2.346
1456,03-08-2010,1.4918,1.9499,2.3576
1457,04-08-2010,1.4862,1.9657,2.3678
1458,05-08-2010,1.4933,1.9728,2.3777
1459,06-08-2010,1.4952,1.9713,2.373
1460,09-08-2010,1.4904,1.9651,2.3655
1461,10-08-2010,1.4815,1.9662,2.3625
1462,11-08-2010,1.4902,1.9608,2.3495
1463,12-08-2010,1.5028,1.9587,2.3642
1464,13-08-2010,1.5145,1.947,2.3663
1465,16-08-2010,1.5065,1.9325,2.3512
1466,17-08-2010,1.5054,1.9291,2.3469
1467,18-08-2010,1.4912,1.9205,2.3328
1468,19-08-2010,1.4912,1.9196,2.328
1469,20-08-2010,1.4943,1.9166,2.3312
1470,23-08-2010,1.5068,1.9212,2.3386
1471,24-08-2010,1.511,1.9194,2.3499
1472,25-08-2010,1.5253,1.9245,2.3479
1473,26-08-2010,1.52,1.9237,2.3426
1474,27-08-2010,1.5168,1.9275,2.3557
1475,30-08-2010,,,
1476,31-08-2010,1.5153,1.9268,2.3485
1477,01-09-2010,1.5209,1.9278,2.342
1478,02-09-2010,1.5155,1.9361,2.3308
1479,03-09-2010,1.5054,1.9298,2.3175
1480,06-09-2010,1.4994,1.9241,2.31
1481,07-09-2010,1.4936,1.9252,2.2991
1482,08-09-2010,1.5033,1.9179,2.308
1483,09-09-2010,,,
1484,10-09-2010,,,
1485,13-09-2010,1.5033,1.9179,2.308
1486,14-09-2010,1.4884,1.9068,2.2965
1487,15-09-2010,1.4922,1.9194,2.2981
1488,16-09-2010,1.4861,1.9292,2.305
1489,17-09-2010,1.4847,1.9387,2.315
1490,20-09-2010,1.4887,1.9526,2.3341
1491,21-09-2010,1.4888,1.9489,2.3224
1492,22-09-2010,1.4845,1.9486,2.3051
1493,23-09-2010,1.4773,1.9717,2.3131
1494,24-09-2010,1.4809,1.9753,2.3189
1495,27-09-2010,1.4786,1.9803,2.3212
1496,28-09-2010,1.4686,1.9778,2.3244
1497,29-09-2010,1.4669,1.9724,2.322
1498,30-09-2010,1.4512,1.9754,2.2937
1499,01-10-2010,1.4434,1.9693,2.2905
1500,04-10-2010,1.439,1.9751,2.2764
1501,05-10-2010,1.4389,1.9721,2.272
1502,06-10-2010,1.4416,1.9843,2.2865
1503,07-10-2010,1.415,1.9596,2.248
1504,08-10-2010,1.4112,1.9726,2.2492
1505,11-10-2010,1.4206,1.9746,2.2521
1506,12-10-2010,1.4042,1.9575,2.237
1507,13-10-2010,1.4174,1.9583,2.2442
1508,14-10-2010,1.4052,1.9643,2.2273
1509,15-10-2010,1.3921,1.9604,2.2317
1510,18-10-2010,1.3989,1.9718,2.2451
1511,19-10-2010,1.4175,1.9689,2.2506
1512,20-10-2010,1.4159,1.9685,2.2357
1513,21-10-2010,1.4223,1.9662,2.2353
1514,22-10-2010,1.413,1.9807,2.227
1515,25-10-2010,1.4216,1.9781,2.2308
1516,26-10-2010,1.4079,1.9767,2.2141
1517,27-10-2010,1.4134,1.9698,2.2373
1518,28-10-2010,1.4301,1.9746,2.2607
1519,29-10-2010,,,
1520,01-11-2010,1.4301,1.9746,2.2607
1521,02-11-2010,1.4196,1.9805,2.2793
1522,03-11-2010,1.4101,1.973,2.2596
1523,04-11-2010,1.4019,1.968,2.2573
1524,05-11-2010,1.3884,1.976,2.2485
1525,08-11-2010,1.392,1.9673,2.2552
1526,09-11-2010,1.4032,1.954,2.2635
1527,10-11-2010,1.4031,1.9512,2.2635
1528,11-11-2010,1.407,1.9392,2.2545
1529,12-11-2010,1.4142,1.9416,2.2806
1530,15-11-2010,1.428,1.953,2.2932
1531,16-11-2010,,,
1532,17-11-2010,,,
1533,18-11-2010,,,
1534,19-11-2010,,,
1535,22-11-2010,1.428,1.953,2.2932
1536,23-11-2010,1.436,1.9686,2.3
1537,24-11-2010,1.456,1.9743,2.3192
1538,25-11-2010,1.4763,1.9707,2.3299
1539,26-11-2010,1.4693,1.9578,2.3147
1540,29-11-2010,1.482,1.9624,2.324
1541,30-11-2010,1.4863,1.9624,2.3167
1542,01-12-2010,1.4991,1.9535,2.3274
1543,02-12-2010,1.4888,1.9492,2.3242
1544,03-12-2010,1.4811,1.9504,2.3104
1545,06-12-2010,1.4733,1.9517,2.3035
1546,07-12-2010,1.4767,1.9629,2.3164
1547,08-12-2010,1.4682,1.9628,2.3173
1548,09-12-2010,1.4829,1.9609,2.3346
1549,10-12-2010,1.4904,1.9727,2.3511
1550,13-12-2010,1.494,1.9788,2.3631
1551,14-12-2010,1.4978,1.9829,2.3573
1552,15-12-2010,1.4937,2.0095,2.3691
1553,16-12-2010,1.5109,2.0138,2.371
1554,17-12-2010,1.5157,2.0063,2.3638
1555,20-12-2010,1.52,2.0212,2.371
1556,21-12-2010,1.5461,2.0343,2.4032
1557,22-12-2010,1.5497,2.039,2.402
1558,23-12-2010,1.5456,2.0314,2.388
1559,24-12-2010,1.5446,2.0225,2.3772
1560,27-12-2010,1.5392,2.0204,2.3769
1561,28-12-2010,1.5403,2.026,2.3769
1562,29-12-2010,1.5416,2.0406,2.3814
1563,30-12-2010,1.5567,2.0437,2.394
1564,31-12-2010,1.546,2.0491,2.3886
1565,03-01-2011,1.5376,2.0551,2.3827
1566,04-01-2011,1.5476,2.0606,2.3956
1567,05-01-2011,1.5445,2.0677,2.4084
1568,06-01-2011,1.54,2.0383,2.398
1569,07-01-2011,1.5402,2.0201,2.3861
1570,10-01-2011,1.5571,2.022,2.4056
1571,11-01-2011,1.5778,2.0365,2.4463
1572,12-01-2011,1.5702,2.0328,2.4415
1573,13-01-2011,1.5619,2.0301,2.4397
1574,14-01-2011,1.5514,2.0417,2.4448
1575,17-01-2011,1.5429,2.0643,2.4432
1576,18-01-2011,1.5426,2.0501,2.4502
1577,19-01-2011,1.5263,2.0446,2.4414
1578,20-01-2011,1.532,2.0637,2.4501
1579,21-01-2011,1.5533,2.0942,2.4815
1580,24-01-2011,1.5693,2.1241,2.4984
1581,25-01-2011,1.5636,2.1215,2.4923
1582,26-01-2011,1.5552,2.1185,2.459
1583,27-01-2011,1.566,2.1452,2.4818
1584,28-01-2011,1.5674,2.1474,2.4963
1585,31-01-2011,1.5833,2.1716,2.5157
1586,01-02-2011,1.5991,2.1842,2.5397
1587,02-02-2011,1.5814,2.1729,2.5445
1588,03-02-2011,1.5707,2.1707,2.5432
1589,04-02-2011,1.576,2.1711,2.5563
1590,07-02-2011,1.5927,2.1716,2.568
1591,08-02-2011,1.5694,2.13,2.5308
1592,09-02-2011,1.567,2.1371,2.5236
1593,10-02-2011,1.5797,2.1555,2.5376
1594,11-02-2011,1.5912,2.169,2.5536
1595,14-02-2011,1.5886,2.1494,2.5429
1596,15-02-2011,1.584,2.1325,2.5345
1597,16-02-2011,1.5883,2.1482,2.5541
1598,17-02-2011,1.5807,2.1384,2.5432
1599,18-02-2011,1.5702,2.1294,2.5304
1600,21-02-2011,1.5731,2.136,2.5492
1601,22-02-2011,1.5741,2.153,2.553
1602,23-02-2011,1.5934,2.1692,2.5739
1603,24-02-2011,1.5857,2.176,2.5725
1604,25-02-2011,1.6008,2.204,2.5879
1605,28-02-2011,1.5905,2.1948,2.5602
1606,01-03-2011,1.5928,2.2026,2.5803
1607,02-03-2011,1.598,2.2097,2.6022
1608,03-03-2011,1.6092,2.2219,2.6189
1609,04-03-2011,1.6041,2.2224,2.6101
1610,07-03-2011,1.5919,2.2241,2.5882
1611,08-03-2011,1.5942,2.2339,2.5988
1612,09-03-2011,1.5855,2.2072,2.5636
1613,10-03-2011,1.58,2.1963,2.5572
1614,11-03-2011,1.5759,2.1793,2.5447
1615,14-03-2011,1.5786,2.1769,2.5265
1616,15-03-2011,1.5729,2.1939,2.5305
1617,16-03-2011,1.5754,2.189,2.5229
1618,17-03-2011,1.5762,2.1991,2.5349
1619,18-03-2011,1.5788,2.2109,2.5438
1620,21-03-2011,1.5757,2.2229,2.5423
1621,22-03-2011,1.5693,2.2238,2.5517
1622,23-03-2011,1.5626,2.2242,2.558
1623,24-03-2011,1.5543,2.2022,2.531
1624,25-03-2011,1.547,2.1843,2.5022
1625,28-03-2011,1.5433,2.1842,2.4827
1626,29-03-2011,1.5485,2.1763,2.4727
1627,30-03-2011,1.5549,2.1929,2.4864
1628,31-03-2011,1.5483,2.1816,2.4845
1629,01-04-2011,1.5363,2.1822,2.4738
1630,04-04-2011,1.536,2.1739,2.4638
1631,05-04-2011,1.5279,2.1733,2.4661
1632,06-04-2011,1.5273,2.166,2.4758
1633,07-04-2011,1.5157,2.1669,2.4694
1634,08-04-2011,1.5085,2.1548,2.4607
1635,11-04-2011,1.4955,2.155,2.4494
1636,12-04-2011,1.5053,2.1755,2.46
1637,13-04-2011,1.5111,2.1834,2.4575
1638,14-04-2011,1.5075,2.1866,2.4528
1639,15-04-2011,1.5146,2.1871,2.4722
1640,18-04-2011,1.5119,2.1867,2.4716
1641,19-04-2011,1.5165,2.171,2.466
1642,20-04-2011,1.5271,2.1791,2.4853
1643,21-04-2011,1.5124,2.191,2.4744
1644,22-04-2011,1.508,2.2051,2.4938
1645,25-04-2011,1.5097,2.1989,2.4931
1646,26-04-2011,1.5123,2.2073,2.498
1647,27-04-2011,1.5206,2.2211,2.507
1648,28-04-2011,1.5146,2.2221,2.504
1649,29-04-2011,1.5092,2.238,2.5143
1650,02-05-2011,1.5141,2.2496,2.5222
1651,03-05-2011,1.5127,2.2429,2.5223
1652,04-05-2011,1.5227,2.2526,2.5126
1653,05-05-2011,1.5306,2.2763,2.5271
1654,06-05-2011,1.5367,2.2826,2.5347
1655,09-05-2011,1.5361,2.2316,2.5172
1656,10-05-2011,1.5338,2.2091,2.5098
1657,11-05-2011,1.5494,2.2249,2.5344
1658,12-05-2011,1.5667,2.2529,2.5754
1659,13-05-2011,1.5802,2.2402,2.5719
1660,16-05-2011,1.5748,2.2503,2.5613
1661,17-05-2011,1.5869,2.2422,2.5691
1662,18-05-2011,1.5782,2.2383,2.5648
1663,19-05-2011,,,
1664,20-05-2011,1.5743,2.2439,2.5484
1665,23-05-2011,1.5736,2.2475,2.5546
1666,24-05-2011,1.6001,2.2406,2.5808
1667,25-05-2011,1.5934,2.2439,2.5706
1668,26-05-2011,1.5972,2.246,2.5856
1669,27-05-2011,1.5916,2.2556,2.5931
1670,30-05-2011,1.6003,2.2786,2.6292
1671,31-05-2011,1.5939,2.2769,2.6248
1672,01-06-2011,1.5859,2.2844,2.6167
1673,02-06-2011,1.5826,2.2818,2.5997
1674,03-06-2011,1.5841,2.2865,2.5912
1675,06-06-2011,1.5773,2.285,2.5728
1676,07-06-2011,1.5718,2.298,2.5786
1677,08-06-2011,1.5735,2.3068,2.5835
1678,09-06-2011,1.5791,2.3125,2.5844
1679,10-06-2011,1.5728,2.299,2.5834
1680,13-06-2011,1.5697,2.271,2.5546
1681,14-06-2011,1.5653,2.2479,2.5478
1682,15-06-2011,1.5695,2.2675,2.5742
1683,16-06-2011,1.5879,2.2755,2.5867
1684,17-06-2011,1.6075,2.2691,2.59
1685,20-06-2011,1.5967,2.2713,2.577
1686,21-06-2011,1.6026,2.2803,2.5889
1687,22-06-2011,1.5956,2.2907,2.5843
1688,23-06-2011,1.6068,2.3121,2.5953
1689,24-06-2011,1.6183,2.304,2.5874
1690,27-06-2011,1.6233,2.3109,2.5966
1691,28-06-2011,1.6354,2.3211,2.6103
1692,29-06-2011,1.6324,2.3303,2.6046
1693,30-06-2011,1.6302,2.3492,2.6111
1694,01-07-2011,1.6157,2.3397,2.5877
1695,04-07-2011,1.6073,2.3323,2.5749
1696,05-07-2011,1.6059,2.3321,2.5854
1697,06-07-2011,1.6181,2.3425,2.6004
1698,07-07-2011,1.6253,2.3318,2.6007
1699,08-07-2011,1.6278,2.3259,2.6002
1700,11-07-2011,1.615,2.3063,2.5758
1701,12-07-2011,1.6343,2.306,2.6074
1702,13-07-2011,1.6463,2.293,2.6045
1703,14-07-2011,1.6419,2.3102,2.6187
1704,15-07-2011,1.6379,2.3272,2.6397
1705,18-07-2011,1.6407,2.3196,2.6429
1706,19-07-2011,1.6564,2.3266,2.6638
1707,20-07-2011,1.6493,2.3378,2.6575
1708,21-07-2011,1.6497,2.3426,2.6583
1709,22-07-2011,1.665,2.3658,2.6913
1710,25-07-2011,1.6669,2.4013,2.7161
1711,26-07-2011,1.711,2.4586,2.7851
1712,27-07-2011,1.7094,2.4764,2.8004
1713,28-07-2011,1.6869,2.4412,2.7639
1714,29-07-2011,1.6702,2.3928,2.7265
1715,01-08-2011,1.6733,2.388,2.7245
1716,02-08-2011,1.6669,2.4029,2.7352
1717,03-08-2011,1.6917,2.3994,2.752
1718,04-08-2011,1.6974,2.4265,2.7781
1719,05-08-2011,1.7074,2.4322,2.789
1720,08-08-2011,1.729,2.4487,2.8145
1721,09-08-2011,1.7378,2.4844,2.8511
1722,10-08-2011,1.7641,2.5139,2.8843
1723,11-08-2011,1.7409,2.5013,2.8273
1724,12-08-2011,1.7669,2.5093,2.8536
1725,15-08-2011,1.7751,2.5265,2.8836
1726,16-08-2011,1.7631,2.5219,2.8731
1727,17-08-2011,1.7714,2.547,2.8974
1728,18-08-2011,1.7621,2.5434,2.8949
1729,19-08-2011,1.7676,2.5439,2.9173
1730,22-08-2011,1.7812,2.5525,2.941
1731,23-08-2011,1.7814,2.5666,2.9364
1732,24-08-2011,1.775,2.5685,2.9339
1733,25-08-2011,1.7698,2.5565,2.9182
1734,26-08-2011,1.7615,2.5438,2.8835
1735,29-08-2011,1.7454,2.5186,2.8454
1736,30-08-2011,,,
1737,31-08-2011,,,
1738,01-09-2011,,,
1739,02-09-2011,1.7454,2.5186,2.8454
1740,05-09-2011,1.7363,2.4726,2.8122
1741,06-09-2011,1.7545,2.4793,2.8298
1742,07-09-2011,1.7613,2.4921,2.8346
1743,08-09-2011,1.746,2.4547,2.79
1744,09-09-2011,1.7592,2.4731,2.8085
1745,12-09-2011,1.7671,2.446,2.82
1746,13-09-2011,1.7839,2.4279,2.8256
1747,14-09-2011,1.7745,2.4188,2.8047
1748,15-09-2011,1.7637,2.4128,2.7796
1749,16-09-2011,1.7734,2.444,2.7995
1750,19-09-2011,1.775,2.4481,2.801
1751,20-09-2011,1.7872,2.4425,2.8101
1752,21-09-2011,1.7893,2.4484,2.8087
1753,22-09-2011,1.7893,2.445,2.8023
1754,23-09-2011,1.8183,2.4524,2.8052
1755,26-09-2011,1.8262,2.4646,2.8187
1756,27-09-2011,1.8425,2.4822,2.8544
1757,28-09-2011,1.841,2.4911,2.8647
1758,29-09-2011,1.8375,2.5058,2.8739
1759,30-09-2011,1.8453,2.5157,2.8884
1760,03-10-2011,1.8512,2.5007,2.8841
1761,04-10-2011,1.8568,2.4792,2.8821
1762,05-10-2011,1.887,2.4874,2.9037
1763,06-10-2011,1.8664,2.487,2.8835
1764,07-10-2011,1.8374,2.4501,2.8318
1765,10-10-2011,1.8343,2.4654,2.8469
1766,11-10-2011,1.8266,2.4785,2.8557
1767,12-10-2011,1.8304,2.4934,2.8622
1768,13-10-2011,1.8208,2.5043,2.8589
1769,14-10-2011,1.8229,2.5076,2.8615
1770,17-10-2011,1.8284,2.522,2.8827
1771,18-10-2011,1.8352,2.5399,2.8967
1772,19-10-2011,1.8578,2.5448,2.9227
1773,20-10-2011,1.8419,2.5475,2.9063
1774,21-10-2011,1.8582,2.5585,2.9268
1775,24-10-2011,1.8434,2.5388,2.9166
1776,25-10-2011,1.8173,2.5195,2.897
1777,26-10-2011,1.7928,2.4961,2.8662
1778,27-10-2011,1.7567,2.4473,2.8089
1779,28-10-2011,1.7516,2.4555,2.8019
1780,31-10-2011,1.7516,2.4555,2.8019
1781,01-11-2011,1.7458,2.4451,2.7969
1782,02-11-2011,1.7862,2.4451,2.8471
1783,03-11-2011,1.7714,2.4423,2.8357
1784,04-11-2011,1.7681,2.4345,2.8249
1785,07-11-2011,,,
1786,08-11-2011,,,
1787,09-11-2011,,,
1788,10-11-2011,1.7442,2.4103,2.791
1789,11-11-2011,1.7787,2.4165,2.8324
1790,14-11-2011,1.7701,2.4159,2.8174
1791,15-11-2011,1.7715,2.4235,2.8247
1792,16-11-2011,1.7829,2.4163,2.8287
1793,17-11-2011,1.7935,2.4216,2.83
1794,18-11-2011,1.802,2.4279,2.838
1795,21-11-2011,1.8072,2.4469,2.8595
1796,22-11-2011,1.8336,2.4667,2.8731
1797,23-11-2011,1.8329,2.4817,2.8682
1798,24-11-2011,1.8551,2.4874,2.8868
1799,25-11-2011,1.8548,2.482,2.8803
1800,28-11-2011,1.8752,2.4857,2.8995
1801,29-11-2011,1.8548,2.4777,2.8837
1802,30-11-2011,1.8439,2.4634,2.8744
1803,01-12-2011,1.8409,2.4518,2.869
1804,02-12-2011,1.8243,2.4584,2.8639
1805,05-12-2011,1.8142,2.448,2.8459
1806,06-12-2011,1.8214,2.448,2.8479
1807,07-12-2011,1.8297,2.4496,2.859
1808,08-12-2011,1.8225,2.4429,2.8454
1809,09-12-2011,1.8224,2.4435,2.8629
1810,12-12-2011,1.8391,2.4587,2.8803
1811,13-12-2011,1.848,2.453,2.8815
1812,14-12-2011,1.8588,2.4528,2.8968
1813,15-12-2011,1.8726,2.4371,2.9009
1814,16-12-2011,1.8694,2.4315,2.8959
1815,19-12-2011,1.8695,2.4374,2.9027
1816,20-12-2011,1.8797,2.4482,2.9124
1817,21-12-2011,1.8893,2.4672,2.9505
1818,22-12-2011,1.8699,2.4522,2.9379
1819,23-12-2011,1.8779,2.4555,2.947
1820,26-12-2011,1.8809,2.4583,2.9493
1821,27-12-2011,1.8833,2.4613,2.9419
1822,28-12-2011,1.8847,2.4633,2.9497
1823,29-12-2011,1.8897,2.4702,2.9597
1824,30-12-2011,1.9065,2.4592,2.9366
1825,02-01-2012,1.8889,2.4438,2.917
1826,03-01-2012,1.8768,2.4302,2.9091
1827,04-01-2012,1.8777,2.4442,2.9275
1828,05-01-2012,1.8619,2.4227,2.9079
1829,06-01-2012,1.8736,2.4094,2.9134
1830,09-01-2012,1.8696,2.3916,2.896
1831,10-01-2012,1.8628,2.3767,2.8754
1832,11-01-2012,1.8624,2.3816,2.8801
1833,12-01-2012,1.8538,2.3609,2.8581
1834,13-01-2012,1.838,2.342,2.816
1835,16-01-2012,1.8427,2.3611,2.8276
1836,17-01-2012,1.8447,2.3372,2.8234
1837,18-01-2012,1.8313,2.3402,2.8152
1838,19-01-2012,1.8306,2.3431,2.811
1839,20-01-2012,1.8226,2.3501,2.8133
1840,23-01-2012,1.8209,2.3523,2.8162
1841,24-01-2012,1.8203,2.36,2.8302
1842,25-01-2012,1.8152,2.3627,2.8246
1843,26-01-2012,1.8167,2.3596,2.8288
1844,27-01-2012,1.7885,2.3508,2.8049
1845,30-01-2012,1.7757,2.3314,2.7878
1846,31-01-2012,1.7819,2.3396,2.7924
1847,01-02-2012,1.764,2.326,2.7802
1848,02-02-2012,1.7596,2.3099,2.7754
1849,03-02-2012,1.7531,2.3015,2.7736
1850,06-02-2012,1.7457,2.2989,2.763
1851,07-02-2012,1.7557,2.2922,2.7648
1852,08-02-2012,1.7485,2.2954,2.7631
1853,09-02-2012,1.7379,2.3062,2.7627
1854,10-02-2012,1.7447,2.3164,2.7645
1855,13-02-2012,1.7541,2.3216,2.7713
1856,14-02-2012,1.7476,2.3173,2.7615
1857,15-02-2012,1.7601,2.3205,2.7691
1858,16-02-2012,1.7519,2.3042,2.7494
1859,17-02-2012,1.7676,2.2977,2.7695
1860,20-02-2012,1.7505,2.3017,2.7705
1861,21-02-2012,1.734,2.2955,2.7497
1862,22-02-2012,1.7393,2.3018,2.7512
1863,23-02-2012,1.7424,2.3061,2.7376
1864,24-02-2012,1.7508,2.3289,2.7493
1865,27-02-2012,1.7533,2.3493,2.7684
1866,28-02-2012,1.7636,2.3653,2.7956
1867,29-02-2012,1.7485,2.3503,2.7709
1868,01-03-2012,1.7375,2.3378,2.7679
1869,02-03-2012,1.7438,2.3241,2.7792
1870,05-03-2012,1.7537,2.3228,2.7882
1871,06-03-2012,1.7635,2.327,2.788
1872,07-03-2012,1.7762,2.3368,2.8033
1873,08-03-2012,1.7784,2.3363,2.7969
1874,09-03-2012,1.766,2.3349,2.7886
1875,12-03-2012,1.7735,2.3441,2.7984
1876,13-03-2012,1.7875,2.3446,2.7972
1877,14-03-2012,1.7829,2.3375,2.7895
1878,15-03-2012,1.7849,2.3309,2.8023
1879,16-03-2012,1.7954,2.3434,2.8103
1880,19-03-2012,1.79,2.3416,2.817
1881,20-03-2012,1.7971,2.3647,2.8486
